"workerid","nat","age","gender","race","region","gendCom","raceCom","regCom","genCom","name1","conttype2","context","trialtype","content","qtype","conttype","naturalness","comment","experiment"
"S_316","Y","30s","F","CAU","SO",NA,"","","","Lydia","nopre","c1","filler","someclimb","yesever","c2",41,"","exp3a"
"S_316","Y","30s","F","CAU","SO",NA,"","","","Andrew","c2","neut2","mnpi","give","pnq","c1",65,"","exp3a"
"S_316","Y","30s","F","CAU","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",88,"","exp3a"
"S_1","Y","20s","F","CAU","WE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",75,"","exp3a"
"S_1","Y","20s","F","CAU","WE",NA,"","","","Andrew","c2","neut2","mnpi","give","pq","c1",100,"I am assuming they're talking about an environmental bill.","exp3a"
"S_1","Y","20s","F","CAU","WE",NA,"","","","Roy","c2","neg","snpi","ever","pnq2","c1",0,"","exp3a"
"S_1","Y","20s","F","CAU","WE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3a"
"S_1","Y","20s","F","CAU","WE",NA,"","","","Carrie","c2","neut","evenl","hint","evenpnq","c1",100,"","exp3a"
"S_1","Y","20s","F","CAU","WE",NA,"","","","Lydia","yespre2","c1","filler","someclimb","yesever2","c2",25,"","exp3a"
"S_1","Y","20s","F","CAU","WE",NA,"","","","Sally","c2","pos","evenh","call","evenq","c1",88,"","exp3a"
"S_204","N","40s","M","CAU","nonUS",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",91,"","exp3a"
"S_204","N","40s","M","CAU","nonUS",NA,"","","","Andrew","c2","neg","mnpi","clue","evenpnq","c1",91,"","exp3a"
"S_204","N","40s","M","CAU","nonUS",NA,"","","","Roy","c2","neut","snpi","anytime","pq","c1",88,"","exp3a"
"S_204","N","40s","M","CAU","nonUS",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",0,"","exp3a"
"S_204","N","40s","M","CAU","nonUS",NA,"","","","Jacob","c2","neut2","evenl","grain","evenq","c1",99,"","exp3a"
"S_204","N","40s","M","CAU","nonUS",NA,"","","","Matt","c2","neut","evenh","solve","pnq","c1",99,"","exp3a"
"S_204","N","40s","M","CAU","nonUS",NA,"","","","Lydia","nopre2","c1","filler","someclimb","noever2","c2",99,"","exp3a"
"S_238","Y","30s","F","CAU","SO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",62,"","exp3a"
"S_238","Y","30s","F","CAU","SO",NA,"","","","Alice","c2","neut2","mnpi","lift","evenpnq","c1",74,"","exp3a"
"S_238","Y","30s","F","CAU","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",100,"","exp3a"
"S_238","Y","30s","F","CAU","SO",NA,"","","","Sally","c2","pos","evenh","call","pnq","c1",75,"","exp3a"
"S_238","Y","30s","F","CAU","SO",NA,"","","","Jacob","c2","neut","evenl","grain","evenq","c1",100,"","exp3a"
"S_238","Y","30s","F","CAU","SO",NA,"","","","Lydia","yespre","c1","filler","someclimb","noever","c2",100,"","exp3a"
"S_238","Y","30s","F","CAU","SO",NA,"","","","Roy","c2","neg","snpi","ever","pq2","c1",100,"","exp3a"
"S_6","Y","30s","F","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",12,"","exp3a"
"S_6","Y","30s","F","CAU","MW",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",24,"","exp3a"
"S_6","Y","30s","F","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3a"
"S_6","Y","30s","F","CAU","MW",NA,"","","","Sally","c2","neg","evenh","call","pq","c1",64,"","exp3a"
"S_6","Y","30s","F","CAU","MW",NA,"","","","Jacob","c2","neg","evenl","grain","pnq","c1",100,"","exp3a"
"S_6","Y","30s","F","CAU","MW",NA,"","","","Roy","c2","neut2","snpi","ever","evenpnq","c1",51,"","exp3a"
"S_6","Y","30s","F","CAU","MW",NA,"","","","Andrew","c2","neut","mnpi","give","evenq","c1",100,"","exp3a"
"S_294","N","30s","M","CAU","nonUS",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",100,"","exp3a"
"S_294","N","30s","M","CAU","nonUS",NA,"","","","Andrew","c2","neut2","mnpi","clue","pq","c1",100,"","exp3a"
"S_294","N","30s","M","CAU","nonUS",NA,"","","","Lydia","yespre2","c1","filler","someclimb","yesever2","c2",1,"","exp3a"
"S_294","N","30s","M","CAU","nonUS",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3a"
"S_294","N","30s","M","CAU","nonUS",NA,"","","","Roy","c2","neg","snpi","ever","pnq2","c1",100,"","exp3a"
"S_294","N","30s","M","CAU","nonUS",NA,"","","","Jacob","c2","neut","evenl","grain","evenpnq","c1",67,"","exp3a"
"S_294","N","30s","M","CAU","nonUS",NA,"","","","Sally","c2","pos","evenh","praise","evenq","c1",78,"","exp3a"
"S_306","Y","20s","M","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",86,"","exp3a"
"S_306","Y","20s","M","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",91,"","exp3a"
"S_306","Y","20s","M","CAU","MW",NA,"","","","Carrie","c2","neg","evenl","hint","evenq","c1",86,"","exp3a"
"S_306","Y","20s","M","CAU","MW",NA,"","","","Alice","c2","neut","mnpi","lift","evenpnq","c1",52,"","exp3a"
"S_306","Y","20s","M","CAU","MW",NA,"","","","Lydia","nopre","c1","filler","someclimb","yesever","c2",24,"","exp3a"
"S_306","Y","20s","M","CAU","MW",NA,"","","","Matt","c2","neg","evenh","solve","pnq","c1",82,"","exp3a"
"S_306","Y","20s","M","CAU","MW",NA,"","","","Lily","c2","neut2","snpi","anything","pq2","c1",84,"","exp3a"
"S_348","Y","30s","F","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",15,"You can understand what is being said but it does not sound natural nor is it grammatically correct.","exp3a"
"S_348","Y","30s","F","CAU","MW",NA,"","","","Matt","c2","neg","evenh","solve","evenq","c1",80,"It's acceptable and understandable but to repetative.","exp3a"
"S_348","Y","30s","F","CAU","MW",NA,"","","","Andrew","c2","neut","mnpi","clue","pq","c1",35,"","exp3a"
"S_348","Y","30s","F","CAU","MW",NA,"","","","Carrie","c2","neg","evenl","hint","evenpnq","c1",92,"","exp3a"
"S_348","Y","30s","F","CAU","MW",NA,"","","","Lydia","yespre","c1","filler","someclimb","yesever","c2",7,"","exp3a"
"S_348","Y","30s","F","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",95,"","exp3a"
"S_348","Y","30s","F","CAU","MW",NA,"","","","Lily","c2","neut2","snpi","anything","pnq","c1",98,"","exp3a"
"S_10","Y","20s","M","CAU","SO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",74,"","exp3a"
"S_10","Y","20s","M","CAU","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",80,"","exp3a"
"S_10","Y","20s","M","CAU","SO",NA,"","","","Andrew","c2","neut","mnpi","clue","evenq","c1",81,"","exp3a"
"S_10","Y","20s","M","CAU","SO",NA,"","","","Matt","c2","neg","evenh","solve","pq","c1",50,"","exp3a"
"S_10","Y","20s","M","CAU","SO",NA,"","","","Roy","c2","neut2","snpi","anytime","evenpnq","c1",37,"","exp3a"
"S_10","Y","20s","M","CAU","SO",NA,"","","","Jacob","c2","neg","evenl","grain","pnq","c1",76,"","exp3a"
"S_10","Y","20s","M","CAU","SO",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",55,"","exp3a"
"S_60","Y","30s","M","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",90,"","exp3a"
"S_60","Y","30s","M","CAU","MW",NA,"","","","Lydia","yespre","c1","filler","someclimb","noever","c2",70,"","exp3a"
"S_60","Y","30s","M","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",0,"","exp3a"
"S_60","Y","30s","M","CAU","MW",NA,"","","","Lily","c2","neg","snpi","anything","pq2","c1",0,"","exp3a"
"S_60","Y","30s","M","CAU","MW",NA,"","","","Jacob","c2","neut","evenl","smallest","evenq","c1",1,"","exp3a"
"S_60","Y","30s","M","CAU","MW",NA,"","","","Sally","c2","pos","evenh","praise","pnq","c1",40,"","exp3a"
"S_60","Y","30s","M","CAU","MW",NA,"","","","Andrew","c2","neut2","mnpi","clue","evenpnq","c1",90,"","exp3a"
"S_44","Y","50s","F","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",100,"","exp3a"
"S_44","Y","50s","F","CAU","MW",NA,"","","","Lydia","nopre","c1","filler","someclimb","yesever","c2",60,"","exp3a"
"S_44","Y","50s","F","CAU","MW",NA,"","","","Sally","c2","pos","evenh","call","evenpnq","c1",10,"","exp3a"
"S_44","Y","50s","F","CAU","MW",NA,"","","","Lily","c2","neg","snpi","anything","evenq","c1",0,"","exp3a"
"S_44","Y","50s","F","CAU","MW",NA,"","","","Jacob","c2","neut","evenl","smallest","pq","c1",15,"","exp3a"
"S_44","Y","50s","F","CAU","MW",NA,"","","","Andrew","c2","neut2","mnpi","clue","pnq","c1",10,"","exp3a"
"S_44","Y","50s","F","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",0,"","exp3a"
"S_113","Y","50s","M","CAU","MA",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",95,"","exp3a"
"S_113","Y","50s","M","CAU","MA",NA,"","","","Roy","c2","neg","snpi","ever","pq2","c1",80,"","exp3a"
"S_113","Y","50s","M","CAU","MA",NA,"","","","Carrie","c2","neut","evenl","hint","evenq","c1",100,"","exp3a"
"S_113","Y","50s","M","CAU","MA",NA,"","","","Alice","c2","neut2","mnpi","wink","evenpnq","c1",0,"","exp3a"
"S_113","Y","50s","M","CAU","MA",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",0,"","exp3a"
"S_113","Y","50s","M","CAU","MA",NA,"","","","Lydia","nopre2","c1","filler","someclimb","yesever2","c2",80,"","exp3a"
"S_113","Y","50s","M","CAU","MA",NA,"","","","Matt","c2","pos","evenh","solve","pnq","c1",40,"","exp3a"
"S_379","Y","30s","M","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",9,"","exp3a"
"S_379","Y","30s","M","CAU","MW",NA,"","","","Lydia","nopre2","c1","filler","someclimb","noever2","c2",100,"","exp3a"
"S_379","Y","30s","M","CAU","MW",NA,"","","","Lily","c2","neut2","snpi","anything","pnq2","c1",71,"","exp3a"
"S_379","Y","30s","M","CAU","MW",NA,"","","","Sally","c2","neg","evenh","praise","evenq","c1",22,"","exp3a"
"S_379","Y","30s","M","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3a"
"S_379","Y","30s","M","CAU","MW",NA,"","","","Alice","c2","neut","mnpi","lift","pq","c1",17,"","exp3a"
"S_379","Y","30s","M","CAU","MW",NA,"","","","Jacob","c2","neg","evenl","smallest","evenpnq","c1",100,"","exp3a"
"S_109","Y","60s","M","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",66,"sounds like a short reasonable answer.","exp3a"
"S_109","Y","60s","M","CAU","MW",NA,"","","","Sally","c2","neg","evenh","praise","evenq","c1",31,"Sounds contradictory.","exp3a"
"S_109","Y","60s","M","CAU","MW",NA,"","","","Andrew","c2","neut","mnpi","clue","pq","c1",100,"definatley natural.","exp3a"
"S_109","Y","60s","M","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",20,"","exp3a"
"S_109","Y","60s","M","CAU","MW",NA,"","","","Roy","c2","neut2","snpi","anytime","pnq","c1",79,"","exp3a"
"S_109","Y","60s","M","CAU","MW",NA,"","","","Carrie","c2","neg","evenl","inkling","evenpnq","c1",100,"very natural","exp3a"
"S_109","Y","60s","M","CAU","MW",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",21,"","exp3a"
"S_192","Y","30s","F","CAU","NE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",78,"","exp3a"
"S_192","Y","30s","F","CAU","NE",NA,"","","","Lydia","yespre","c1","filler","someclimb","noever","c2",1,"","exp3a"
"S_192","Y","30s","F","CAU","NE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",67,"","exp3a"
"S_192","Y","30s","F","CAU","NE",NA,"","","","Jacob","c2","neut2","evenl","grain","evenpnq","c1",31,"","exp3a"
"S_192","Y","30s","F","CAU","NE",NA,"","","","Roy","c2","neut","snpi","ever","pnq2","c1",6,"","exp3a"
"S_192","Y","30s","F","CAU","NE",NA,"","","","Matt","c2","neut","evenh","solve","evenq","c1",65,"","exp3a"
"S_192","Y","30s","F","CAU","NE",NA,"","","","Andrew","c2","neg","mnpi","clue","pq","c1",94,"","exp3a"
"S_139","Y","30s","F","CAU","SO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",81,"","exp3a"
"S_139","Y","30s","F","CAU","SO",NA,"","","","Matt","c2","neg","evenh","solve","evenq","c1",32,"","exp3a"
"S_139","Y","30s","F","CAU","SO",NA,"","","","Alice","c2","neut","mnpi","lift","pq","c1",6,"","exp3a"
"S_139","Y","30s","F","CAU","SO",NA,"","","","Lydia","nopre2","c1","filler","someclimb","noever2","c2",87,"","exp3a"
"S_139","Y","30s","F","CAU","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",81,"","exp3a"
"S_139","Y","30s","F","CAU","SO",NA,"","","","Carrie","c2","neg","evenl","hint","evenpnq","c1",27,"","exp3a"
"S_139","Y","30s","F","CAU","SO",NA,"","","","Lily","c2","neut2","snpi","anything","pnq","c1",68,"","exp3a"
"S_256","Y","50s","M","CAU","NE",NA,"","","The one dialog about Prague was odd too","Prue","TRUE","c1","filler","base1c","res","FALSE",40,"","exp3a"
"S_256","Y","50s","M","CAU","NE",NA,"","","The one dialog about Prague was odd too","Sally","c2","neg","evenh","call","evenpnq","c1",87,"","exp3a"
"S_256","Y","50s","M","CAU","NE",NA,"","","The one dialog about Prague was odd too","Roy","c2","neut2","snpi","ever","evenq","c1",41,"","exp3a"
"S_256","Y","50s","M","CAU","NE",NA,"","","The one dialog about Prague was odd too","Dean","TRUE","c1","filler","base2c","res","FALSE",94,"","exp3a"
"S_256","Y","50s","M","CAU","NE",NA,"","","The one dialog about Prague was odd too","Andrew","c2","neut","mnpi","clue","pnq","c1",88,"","exp3a"
"S_256","Y","50s","M","CAU","NE",NA,"","","The one dialog about Prague was odd too","Jacob","c2","neg","evenl","smallest","pq","c1",53,"","exp3a"
"S_256","Y","50s","M","CAU","NE",NA,"","","The one dialog about Prague was odd too","Lydia","yespre2","c1","filler","someclimb","noever2","c2",24,"Sounds like there's dialog missing","exp3a"
"S_259","Y","50s","F","CAU","nonUS",NA,"","","Thanks","Prue","TRUE","c1","filler","base1c","res","TRUE",86,"","exp3a"
"S_259","Y","50s","F","CAU","nonUS",NA,"","","Thanks","Carrie","c2","neut","evenl","inkling","pq","c1",70,"","exp3a"
"S_259","Y","50s","F","CAU","nonUS",NA,"","","Thanks","Dean","TRUE","c1","filler","base2c","res","FALSE",20,"","exp3a"
"S_259","Y","50s","F","CAU","nonUS",NA,"","","Thanks","Matt","c2","pos","evenh","solve","evenpnq","c1",1,"","exp3a"
"S_259","Y","50s","F","CAU","nonUS",NA,"","","Thanks","Roy","c2","neg","snpi","ever","evenq","c1",99,"","exp3a"
"S_259","Y","50s","F","CAU","nonUS",NA,"","","Thanks","Lydia","yespre2","c1","filler","someclimb","noever2","c2",92,"","exp3a"
"S_259","Y","50s","F","CAU","nonUS",NA,"","","Thanks","Alice","c2","neut2","mnpi","lift","pnq","c1",1,"","exp3a"
"S_201","Y","20s","M","LAT","WE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",0,"","exp3a"
"S_201","Y","20s","M","LAT","WE",NA,"","","","Jacob","c2","neut","evenl","smallest","pnq","c1",100,"","exp3a"
"S_201","Y","20s","M","LAT","WE",NA,"","","","Alice","c2","neut2","mnpi","lift","evenq","c1",87,"","exp3a"
"S_201","Y","20s","M","LAT","WE",NA,"","","","Lydia","yespre2","c1","filler","someclimb","yesever2","c2",15,"","exp3a"
"S_201","Y","20s","M","LAT","WE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",81,"","exp3a"
"S_201","Y","20s","M","LAT","WE",NA,"","","","Roy","c2","neg","snpi","anytime","evenpnq","c1",100,"","exp3a"
"S_201","Y","20s","M","LAT","WE",NA,"","","","Sally","c2","pos","evenh","praise","pq","c1",73,"","exp3a"
"S_156","Y","30s","F","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",0,"","exp3a"
"S_156","Y","30s","F","CAU","MW",NA,"","","","Lydia","yespre2","c1","filler","someclimb","noever2","c2",100,"","exp3a"
"S_156","Y","30s","F","CAU","MW",NA,"","","","Carrie","c2","neg","evenl","inkling","pq","c1",39,"","exp3a"
"S_156","Y","30s","F","CAU","MW",NA,"","","","Sally","c2","neg","evenh","call","evenpnq","c1",44,"","exp3a"
"S_156","Y","30s","F","CAU","MW",NA,"","","","Alice","c2","neut","mnpi","wink","pnq","c1",100,"","exp3a"
"S_156","Y","30s","F","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",63,"","exp3a"
"S_156","Y","30s","F","CAU","MW",NA,"","","","Roy","c2","neut2","snpi","anytime","evenq","c1",100,"","exp3a"
"S_143","Y","40s","M","CAU","SW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",23,"","exp3a"
"S_143","Y","40s","M","CAU","SW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",59,"","exp3a"
"S_143","Y","40s","M","CAU","SW",NA,"","","","Roy","c2","neut","snpi","ever","pnq2","c1",79,"","exp3a"
"S_143","Y","40s","M","CAU","SW",NA,"","","","Andrew","c2","neg","mnpi","give","pq","c1",44,"","exp3a"
"S_143","Y","40s","M","CAU","SW",NA,"","","","Carrie","c2","neut2","evenl","inkling","evenpnq","c1",64,"","exp3a"
"S_143","Y","40s","M","CAU","SW",NA,"","","","Matt","c2","neut","evenh","solve","evenq","c1",40,"","exp3a"
"S_143","Y","40s","M","CAU","SW",NA,"","","","Lydia","nopre","c1","filler","someclimb","yesever","c2",40,"","exp3a"
"S_440","Y","30s","F","CAU","WE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",20,"","exp3a"
"S_440","Y","30s","F","CAU","WE",NA,"","","","Sally","c2","neut","evenh","call","pq","c1",40,"","exp3a"
"S_440","Y","30s","F","CAU","WE",NA,"","","","Lydia","nopre2","c1","filler","someclimb","yesever2","c2",100,"","exp3a"
"S_440","Y","30s","F","CAU","WE",NA,"","","","Carrie","c2","neut2","evenl","hint","pnq","c1",100,"","exp3a"
"S_440","Y","30s","F","CAU","WE",NA,"","","","Alice","c2","neg","mnpi","wink","evenq","c1",10,"","exp3a"
"S_440","Y","30s","F","CAU","WE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",95,"","exp3a"
"S_440","Y","30s","F","CAU","WE",NA,"","","","Lily","c2","neut","snpi","anything","evenpnq","c1",45,"","exp3a"
"S_63","Y","20s","F","ASI","NE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",91,"","exp3a"
"S_63","Y","20s","F","ASI","NE",NA,"","","","Roy","c2","neg","snpi","anytime","pnq","c1",100,"","exp3a"
"S_63","Y","20s","F","ASI","NE",NA,"","","","Matt","c2","pos","evenh","solve","evenq","c1",86,"","exp3a"
"S_63","Y","20s","F","ASI","NE",NA,"","","","Carrie","c2","neut","evenl","inkling","evenpnq","c1",65,"","exp3a"
"S_63","Y","20s","F","ASI","NE",NA,"","","","Alice","c2","neut2","mnpi","wink","pq","c1",30,"","exp3a"
"S_63","Y","20s","F","ASI","NE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",100,"","exp3a"
"S_63","Y","20s","F","ASI","NE",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",0,"","exp3a"
"S_2","Y","20s","M","AFR","SO",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",88,"","exp3a"
"S_2","Y","20s","M","AFR","SO",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",0,"","exp3a"
"S_2","Y","20s","M","AFR","SO",NA,"","","","Carrie","c2","neut2","evenl","hint","evenq","c1",80,"","exp3a"
"S_2","Y","20s","M","AFR","SO",NA,"","","","Matt","c2","neut","evenh","read","pnq","c1",83,"","exp3a"
"S_2","Y","20s","M","AFR","SO",NA,"","","","Alice","c2","neg","mnpi","wink","evenpnq","c1",23,"","exp3a"
"S_2","Y","20s","M","AFR","SO",NA,"","","","Lydia","nopre2","c1","filler","someclimb","noever2","c2",50,"","exp3a"
"S_2","Y","20s","M","AFR","SO",NA,"","","","Roy","c2","neut","snpi","ever","pq2","c1",65,"","exp3a"
"S_315","Y","30s","M","ASI","WE",NA,"","","","Prue","TRUE","c1","filler","base1c","res","FALSE",40,"","exp3a"
"S_315","Y","30s","M","ASI","WE",NA,"","","","Sally","c2","neut","evenh","call","evenpnq","c1",42,"","exp3a"
"S_315","Y","30s","M","ASI","WE",NA,"","","","Andrew","c2","neg","mnpi","clue","pnq","c1",98,"","exp3a"
"S_315","Y","30s","M","ASI","WE",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",0,"","exp3a"
"S_315","Y","30s","M","ASI","WE",NA,"","","","Jacob","c2","neut2","evenl","grain","pq","c1",85,"","exp3a"
"S_315","Y","30s","M","ASI","WE",NA,"","","","Lydia","nopre2","c1","filler","someclimb","noever2","c2",99,"","exp3a"
"S_315","Y","30s","M","ASI","WE",NA,"","","","Lily","c2","neut","snpi","anything","evenq","c1",85,"","exp3a"
"S_34","Y","30s","M","CAU","MW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",29,"Prue is a very odd name","exp3a"
"S_34","Y","30s","M","CAU","MW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","FALSE",31,"It sounds natural but it contradicts the first statement","exp3a"
"S_34","Y","30s","M","CAU","MW",NA,"","","","Lydia","nopre","c1","filler","someclimb","yesever","c2",18,"","exp3a"
"S_34","Y","30s","M","CAU","MW",NA,"","","","Carrie","c2","neg","evenl","hint","evenq","c1",94,"","exp3a"
"S_34","Y","30s","M","CAU","MW",NA,"","","","Andrew","c2","neut","mnpi","give","evenpnq","c1",69,"","exp3a"
"S_34","Y","30s","M","CAU","MW",NA,"","","","Roy","c2","neut2","snpi","ever","pq2","c1",82,"","exp3a"
"S_34","Y","30s","M","CAU","MW",NA,"","","","Matt","c2","neg","evenh","read","pnq","c1",57,"","exp3a"
"S_433","Y","20s","M","ASI","SW",NA,"","","","Prue","TRUE","c1","filler","base1c","res","TRUE",69,"","exp3a"
"S_433","Y","20s","M","ASI","SW",NA,"","","","Matt","c2","neg","evenh","solve","pq","c1",16,"","exp3a"
"S_433","Y","20s","M","ASI","SW",NA,"","","","Carrie","c2","neg","evenl","inkling","pnq","c1",77,"","exp3a"
"S_433","Y","20s","M","ASI","SW",NA,"","","","Dean","TRUE","c1","filler","base2c","res","TRUE",85,"","exp3a"
"S_433","Y","20s","M","ASI","SW",NA,"","","","Lydia","nopre","c1","filler","someclimb","noever","c2",54,"","exp3a"
