"workerid","nat","age","gender","race","region","gendCom","raceCom","regCom","genCom","name1","trialtype","content","qtype","context","rescontent","resvalence","sent1","sent2","comment","experiment"
"S_149","Y","40s","M","CAU","MW",NA,"","","Interesting study.","Lydia","filler","anynot","filler1","c1","anynot","neg",93,92,"","exp1a"
"S_149","Y","40s","M","CAU","MW",NA,"","","Interesting study.","Beth","filler","FALSE","base3","c1","false3","neg",27,16,"","exp1a"
"S_352","Y","30s","F","ASI","NE",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",100,100,"","exp1a"
"S_352","Y","30s","F","ASI","NE",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",0,90,"","exp1a"
"S_352","Y","30s","F","ASI","NE",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",11,2,"","exp1a"
"S_352","Y","30s","F","ASI","NE",NA,"","","","Lydia","filler","anynot","filler1","c1","anynot","neg",78,100,"","exp1a"
"S_352","Y","30s","F","ASI","NE",NA,"","","","David","filler","either","filler3","c1","tooeither","pos",14,100,"","exp1a"
"S_352","Y","30s","F","ASI","NE",NA,"","","","Sally","evenh","call","evenq","c1","call","pos",74,100,"","exp1a"
"S_352","Y","30s","F","ASI","NE",NA,"","","","Alice","mnpi","lift","pq","c1","lift","pos",100,100,"","exp1a"
"S_352","Y","30s","F","ASI","NE",NA,"","","","Roy","snpi","anytime","pnq","c1","anytime","neg",77,100,"","exp1a"
"S_352","Y","30s","F","ASI","NE",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",100,74,"","exp1a"
"S_352","Y","30s","F","ASI","NE",NA,"","","","Jacob","evenl","grain","evenpnq","c1","grain","neg",83,100,"","exp1a"
"S_196","Y","20s","M","CAU","SW",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",100,100,"","exp1a"
"S_196","Y","20s","M","CAU","SW",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",100,100,"","exp1a"
"S_196","Y","20s","M","CAU","SW",NA,"","","","Sally","evenh","call","evenpnq","c1","call","pos",24,100,"","exp1a"
"S_196","Y","20s","M","CAU","SW",NA,"","","","Jacob","evenl","grain","pq","c1","grain","neg",78,100,"","exp1a"
"S_196","Y","20s","M","CAU","SW",NA,"","","","David","filler","either","filler3","c1","tooeither","pos",38,100,"","exp1a"
"S_196","Y","20s","M","CAU","SW",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","neg",40,60,"","exp1a"
"S_196","Y","20s","M","CAU","SW",NA,"","","","Lily","snpi","anything","evenq","c1","anything","neg",100,100,"","exp1a"
"S_196","Y","20s","M","CAU","SW",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",100,64,"","exp1a"
"S_196","Y","20s","M","CAU","SW",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",0,60,"","exp1a"
"S_196","Y","20s","M","CAU","SW",NA,"","","","Alice","mnpi","lift","pnq","c1","lift","pos",100,100,"","exp1a"
"S_110","Y","20s","M","AFR","NE",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",0,50,"","exp1a"
"S_110","Y","20s","M","AFR","NE",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",97,100,"","exp1a"
"S_110","Y","20s","M","AFR","NE",NA,"","","","Jacob","evenl","grain","evenpnq","c1","grain","pos",88,100,"","exp1a"
"S_110","Y","20s","M","AFR","NE",NA,"","","","Andrew","mnpi","give","pq","c1","give","neg",100,49,"","exp1a"
"S_110","Y","20s","M","AFR","NE",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",100,100,"","exp1a"
"S_110","Y","20s","M","AFR","NE",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","pos",35,100,"","exp1a"
"S_110","Y","20s","M","AFR","NE",NA,"","","","Roy","snpi","anytime","pnq","c1","anytime","pos",100,100,"","exp1a"
"S_110","Y","20s","M","AFR","NE",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",0,100,"","exp1a"
"S_110","Y","20s","M","AFR","NE",NA,"","","","David","filler","either","filler3","c1","tooeither","neg",0,48,"","exp1a"
"S_110","Y","20s","M","AFR","NE",NA,"","","","Sally","evenh","call","evenq","c1","call","neg",100,100,"","exp1a"
"S_265","Y","20s","M","CAU","SO",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",100,100,"","exp1a"
"S_265","Y","20s","M","CAU","SO",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",100,6,"","exp1a"
"S_265","Y","20s","M","CAU","SO",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",100,100,"","exp1a"
"S_265","Y","20s","M","CAU","SO",NA,"","","","Andrew","mnpi","give","pq","c1","give","neg",100,100,"","exp1a"
"S_265","Y","20s","M","CAU","SO",NA,"","","","Lily","snpi","anything","pnq","c1","anything","pos",100,67,"","exp1a"
"S_265","Y","20s","M","CAU","SO",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","pos",100,100,"","exp1a"
"S_265","Y","20s","M","CAU","SO",NA,"","","","David","filler","either","filler3","c1","tooeither","neg",18,7,"","exp1a"
"S_265","Y","20s","M","CAU","SO",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",18,0,"","exp1a"
"S_265","Y","20s","M","CAU","SO",NA,"","","","Matt","evenh","solve","evenq","c1","solve","neg",100,100,"","exp1a"
"S_265","Y","20s","M","CAU","SO",NA,"","","","Jacob","evenl","grain","evenpnq","c1","grain","pos",15,71,"","exp1a"
"S_153","Y","40s","M","CAU","RO",NA,"","","Thank you for allowing me to participate.","Dean","filler","FALSE","base2","c1","FALSE","pos",7,94,"","exp1a"
"S_153","Y","40s","M","CAU","RO",NA,"","","Thank you for allowing me to participate.","Prue","filler","TRUE","base1","c1","TRUE","neg",95,89,"","exp1a"
"S_153","Y","40s","M","CAU","RO",NA,"","","Thank you for allowing me to participate.","Carrie","evenl","inkling","pq","c1","inkling","neg",96,97,"This makes good sense.","exp1a"
"S_153","Y","40s","M","CAU","RO",NA,"","","Thank you for allowing me to participate.","Alice","mnpi","lift","pnq","c1","lift","pos",95,97,"","exp1a"
"S_153","Y","40s","M","CAU","RO",NA,"","","Thank you for allowing me to participate.","Richard","filler","FALSE","base4","c1","false4","pos",88,95,"","exp1a"
"S_153","Y","40s","M","CAU","RO",NA,"","","Thank you for allowing me to participate.","David","filler","either","filler3","c1","tooeither","pos",93,78,"What David says in the second comment makes sense but it probably could have been worded better.","exp1a"
"S_153","Y","40s","M","CAU","RO",NA,"","","Thank you for allowing me to participate.","Lily","snpi","anything","evenq","c1","anything","neg",94,96,"Makes sense","exp1a"
"S_153","Y","40s","M","CAU","RO",NA,"","","Thank you for allowing me to participate.","Matt","evenh","solve","evenpnq","c1","solve","pos",57,81,"First comment is awkward.","exp1a"
"S_153","Y","40s","M","CAU","RO",NA,"","","Thank you for allowing me to participate.","Lydia","filler","anynot","filler1","c1","anynot","neg",82,85,"","exp1a"
"S_153","Y","40s","M","CAU","RO",NA,"","","Thank you for allowing me to participate.","Beth","filler","FALSE","base3","c1","false3","neg",29,41,"","exp1a"
"S_250","Y","50s","M","CAU","SO",NA,"","","None","Prue","filler","TRUE","base1","c1","TRUE","neg",100,0,"","exp1a"
"S_250","Y","50s","M","CAU","SO",NA,"","","None","Dean","filler","FALSE","base2","c1","FALSE","pos",0,6,"","exp1a"
"S_250","Y","50s","M","CAU","SO",NA,"","","None","Lydia","filler","anynot","filler1","c1","anynot","pos",100,95,"","exp1a"
"S_250","Y","50s","M","CAU","SO",NA,"","","None","Beth","filler","FALSE","base3","c1","false3","neg",5,0,"","exp1a"
"S_250","Y","50s","M","CAU","SO",NA,"","","None","Richard","filler","FALSE","base4","c1","false4","pos",70,87,"","exp1a"
"S_250","Y","50s","M","CAU","SO",NA,"","","None","Lily","snpi","anything","evenpnq","c1","anything","pos",93,53,"","exp1a"
"S_250","Y","50s","M","CAU","SO",NA,"","","None","Andrew","mnpi","give","evenq","c1","give","neg",100,100,"","exp1a"
"S_250","Y","50s","M","CAU","SO",NA,"","","None","Sally","evenh","call","pq","c1","call","neg",100,100,"","exp1a"
"S_250","Y","50s","M","CAU","SO",NA,"","","None","David","filler","too","filler2","c1","tooeither","neg",100,24,"","exp1a"
"S_250","Y","50s","M","CAU","SO",NA,"","","None","Jacob","evenl","grain","pnq","c1","grain","pos",100,100,"","exp1a"
"S_246","Y","30s","F","CAU","SO",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",25,99,"","exp1a"
"S_246","Y","30s","F","CAU","SO",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",100,13,"","exp1a"
"S_246","Y","30s","F","CAU","SO",NA,"","","","Carrie","evenl","inkling","pq","c1","inkling","pos",97,100,"","exp1a"
"S_246","Y","30s","F","CAU","SO",NA,"","","","Andrew","mnpi","give","pnq","c1","give","neg",98,68,"","exp1a"
"S_246","Y","30s","F","CAU","SO",NA,"","","","Matt","evenh","solve","evenpnq","c1","solve","neg",29,100,"","exp1a"
"S_246","Y","30s","F","CAU","SO",NA,"","","","Lily","snpi","anything","evenq","c1","anything","pos",98,18,"","exp1a"
"S_246","Y","30s","F","CAU","SO",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",95,58,"","exp1a"
"S_246","Y","30s","F","CAU","SO",NA,"","","","David","filler","either","filler3","c1","tooeither","neg",14,96,"","exp1a"
"S_246","Y","30s","F","CAU","SO",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","pos",100,100,"","exp1a"
"S_246","Y","30s","F","CAU","SO",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",4,0,"","exp1a"
"S_187","Y","20s","F","LAT","MA",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",97,100,"","exp1a"
"S_187","Y","20s","F","LAT","MA",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",26,100,"","exp1a"
"S_187","Y","20s","F","LAT","MA",NA,"","","","Sally","evenh","call","evenpnq","c1","call","neg",40,100,"","exp1a"
"S_187","Y","20s","F","LAT","MA",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",100,100,"","exp1a"
"S_187","Y","20s","F","LAT","MA",NA,"","","","Alice","mnpi","lift","pnq","c1","lift","neg",100,100,"","exp1a"
"S_187","Y","20s","F","LAT","MA",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","pos",42,100,"","exp1a"
"S_187","Y","20s","F","LAT","MA",NA,"","","","Carrie","evenl","inkling","pq","c1","inkling","pos",100,100,"","exp1a"
"S_187","Y","20s","F","LAT","MA",NA,"","","","Roy","snpi","anytime","evenq","c1","anytime","pos",100,100,"","exp1a"
"S_187","Y","20s","F","LAT","MA",NA,"","","","David","filler","either","filler3","c1","tooeither","neg",30,100,"","exp1a"
"S_187","Y","20s","F","LAT","MA",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",17,100,"","exp1a"
"S_393","Y","50s","M","CAU","MW",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",7,93,"","exp1a"
"S_393","Y","50s","M","CAU","MW",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",90,82,"","exp1a"
"S_393","Y","50s","M","CAU","MW",NA,"","","","Alice","mnpi","lift","pq","c1","lift","neg",85,78,"","exp1a"
"S_393","Y","50s","M","CAU","MW",NA,"","","","Carrie","evenl","inkling","evenpnq","c1","inkling","pos",88,73,"","exp1a"
"S_393","Y","50s","M","CAU","MW",NA,"","","","Matt","evenh","solve","evenq","c1","solve","neg",86,84,"","exp1a"
"S_393","Y","50s","M","CAU","MW",NA,"","","","Lily","snpi","anything","pnq","c1","anything","pos",80,88,"","exp1a"
"S_393","Y","50s","M","CAU","MW",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",2,92,"","exp1a"
"S_393","Y","50s","M","CAU","MW",NA,"","","","David","filler","either","filler3","c1","tooeither","neg",6,86,"","exp1a"
"S_393","Y","50s","M","CAU","MW",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",59,83,"","exp1a"
"S_393","Y","50s","M","CAU","MW",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","pos",7,100,"","exp1a"
"S_327","Y","30s","M","CAU","nonUS",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",79,27,"","exp1a"
"S_327","Y","30s","M","CAU","nonUS",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",27,96,"","exp1a"
"S_327","Y","30s","M","CAU","nonUS",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","pos",92,93,"","exp1a"
"S_327","Y","30s","M","CAU","nonUS",NA,"","","","David","filler","either","filler3","c1","tooeither","neg",76,6,"","exp1a"
"S_327","Y","30s","M","CAU","nonUS",NA,"","","","Sally","evenh","call","evenq","c1","call","neg",84,25,"","exp1a"
"S_327","Y","30s","M","CAU","nonUS",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",89,24,"","exp1a"
"S_327","Y","30s","M","CAU","nonUS",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",81,29,"","exp1a"
"S_327","Y","30s","M","CAU","nonUS",NA,"","","","Jacob","evenl","grain","evenpnq","c1","grain","pos",87,13,"","exp1a"
"S_327","Y","30s","M","CAU","nonUS",NA,"","","","Lily","snpi","anything","pnq","c1","anything","pos",84,74,"","exp1a"
"S_327","Y","30s","M","CAU","nonUS",NA,"","","","Alice","mnpi","lift","pq","c1","lift","neg",87,11,"","exp1a"
"S_402","Y","30s","M","CAU","MW",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",6,17,"","exp1a"
"S_402","Y","30s","M","CAU","MW",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",85,64,"","exp1a"
"S_402","Y","30s","M","CAU","MW",NA,"","","","Alice","mnpi","lift","evenq","c1","lift","neg",89,96,"","exp1a"
"S_402","Y","30s","M","CAU","MW",NA,"","","","Roy","snpi","anytime","evenpnq","c1","anytime","pos",94,97,"","exp1a"
"S_402","Y","30s","M","CAU","MW",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","pos",90,94,"","exp1a"
"S_402","Y","30s","M","CAU","MW",NA,"","","","Jacob","evenl","grain","pnq","c1","grain","pos",97,96,"","exp1a"
"S_402","Y","30s","M","CAU","MW",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",9,29,"","exp1a"
"S_402","Y","30s","M","CAU","MW",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",95,57,"","exp1a"
"S_402","Y","30s","M","CAU","MW",NA,"","","","David","filler","too","filler2","c1","tooeither","neg",92,90,"","exp1a"
"S_402","Y","30s","M","CAU","MW",NA,"","","","Sally","evenh","call","pq","c1","call","neg",90,88,"","exp1a"
"S_231","Y","30s","M","CAU","MA",NA,"","","ty","Prue","filler","TRUE","base1","c1","TRUE","neg",95,100,"","exp1a"
"S_231","Y","30s","M","CAU","MA",NA,"","","ty","Dean","filler","FALSE","base2","c1","FALSE","pos",10,77,"","exp1a"
"S_231","Y","30s","M","CAU","MA",NA,"","","ty","David","filler","too","filler2","c1","tooeither","neg",100,98,"","exp1a"
"S_231","Y","30s","M","CAU","MA",NA,"","","ty","Richard","filler","FALSE","base4","c1","false4","pos",11,99,"","exp1a"
"S_231","Y","30s","M","CAU","MA",NA,"","","ty","Alice","mnpi","lift","evenq","c1","lift","neg",97,100,"","exp1a"
"S_231","Y","30s","M","CAU","MA",NA,"","","ty","Beth","filler","FALSE","base3","c1","false3","neg",5,100,"","exp1a"
"S_231","Y","30s","M","CAU","MA",NA,"","","ty","Carrie","evenl","inkling","pnq","c1","inkling","pos",76,100,"","exp1a"
"S_231","Y","30s","M","CAU","MA",NA,"","","ty","Lily","snpi","anything","evenpnq","c1","anything","pos",12,100,"","exp1a"
"S_231","Y","30s","M","CAU","MA",NA,"","","ty","Sally","evenh","call","pq","c1","call","neg",100,100,"","exp1a"
"S_231","Y","30s","M","CAU","MA",NA,"","","ty","Lydia","filler","everclimb","filler4","c1","everclimb","pos",57,100,"","exp1a"
"S_16","Y","40s","F","CAU","RO",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",96,99,"","exp1a"
"S_16","Y","40s","F","CAU","RO",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",12,97,"","exp1a"
"S_16","Y","40s","F","CAU","RO",NA,"","","","David","filler","either","filler3","c1","tooeither","neg",40,97,"","exp1a"
"S_16","Y","40s","F","CAU","RO",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",97,96,"","exp1a"
"S_16","Y","40s","F","CAU","RO",NA,"","","","Roy","snpi","anytime","evenq","c1","anytime","pos",98,100,"","exp1a"
"S_16","Y","40s","F","CAU","RO",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",1,99,"","exp1a"
"S_16","Y","40s","F","CAU","RO",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","pos",96,98,"","exp1a"
"S_16","Y","40s","F","CAU","RO",NA,"","","","Jacob","evenl","grain","pq","c1","grain","pos",100,98,"","exp1a"
"S_16","Y","40s","F","CAU","RO",NA,"","","","Alice","mnpi","lift","pnq","c1","lift","neg",97,99,"","exp1a"
"S_16","Y","40s","F","CAU","RO",NA,"","","","Matt","evenh","solve","evenpnq","c1","solve","neg",32,97,"","exp1a"
"S_286","Y","30s","F","CAU","SO",NA,"","","no","Prue","filler","TRUE","base1","c1","TRUE","neg",100,100,"","exp1a"
"S_286","Y","30s","F","CAU","SO",NA,"","","no","Dean","filler","FALSE","base2","c1","FALSE","pos",17,68,"","exp1a"
"S_286","Y","30s","F","CAU","SO",NA,"","","no","Alice","mnpi","lift","evenq","c1","lift","pos",100,100,"","exp1a"
"S_286","Y","30s","F","CAU","SO",NA,"","","no","David","filler","too","filler2","c1","tooeither","pos",100,100,"","exp1a"
"S_286","Y","30s","F","CAU","SO",NA,"","","no","Roy","snpi","anytime","evenpnq","c1","anytime","neg",100,100,"","exp1a"
"S_286","Y","30s","F","CAU","SO",NA,"","","no","Richard","filler","FALSE","base4","c1","false4","pos",100,83,"","exp1a"
"S_286","Y","30s","F","CAU","SO",NA,"","","no","Sally","evenh","call","pq","c1","call","pos",100,100,"","exp1a"
"S_286","Y","30s","F","CAU","SO",NA,"","","no","Jacob","evenl","grain","pnq","c1","grain","neg",100,100,"","exp1a"
"S_286","Y","30s","F","CAU","SO",NA,"","","no","Beth","filler","FALSE","base3","c1","false3","neg",12,17,"","exp1a"
"S_286","Y","30s","F","CAU","SO",NA,"","","no","Lydia","filler","everclimb","filler4","c1","everclimb","neg",85,100,"","exp1a"
"S_12","Y","30s","F","CAU","NE",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",15,98,"","exp1a"
"S_12","Y","30s","F","CAU","NE",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",97,97,"","exp1a"
"S_12","Y","30s","F","CAU","NE",NA,"","","","David","filler","too","filler2","c1","tooeither","pos",72,96,"","exp1a"
"S_12","Y","30s","F","CAU","NE",NA,"","","","Sally","evenh","call","pq","c1","call","pos",91,89,"","exp1a"
"S_12","Y","30s","F","CAU","NE",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",57,89,"","exp1a"
"S_12","Y","30s","F","CAU","NE",NA,"","","","Alice","mnpi","lift","evenq","c1","lift","pos",88,75,"","exp1a"
"S_12","Y","30s","F","CAU","NE",NA,"","","","Lydia","filler","anynot","filler1","c1","anynot","neg",74,80,"","exp1a"
"S_12","Y","30s","F","CAU","NE",NA,"","","","Jacob","evenl","grain","pnq","c1","grain","neg",77,66,"","exp1a"
"S_12","Y","30s","F","CAU","NE",NA,"","","","Roy","snpi","anytime","evenpnq","c1","anytime","neg",82,77,"","exp1a"
"S_12","Y","30s","F","CAU","NE",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",15,38,"","exp1a"
"S_236","Y","40s","F","CAU","SO",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",0,7,"","exp1a"
"S_236","Y","40s","F","CAU","SO",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",100,0,"","exp1a"
"S_236","Y","40s","F","CAU","SO",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",100,100,"","exp1a"
"S_236","Y","40s","F","CAU","SO",NA,"","","","David","filler","too","filler2","c1","tooeither","neg",100,89,"","exp1a"
"S_236","Y","40s","F","CAU","SO",NA,"","","","Alice","mnpi","lift","evenq","c1","lift","neg",96,100,"","exp1a"
"S_236","Y","40s","F","CAU","SO",NA,"","","","Matt","evenh","solve","pq","c1","solve","neg",97,80,"","exp1a"
"S_236","Y","40s","F","CAU","SO",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",1,9,"","exp1a"
"S_236","Y","40s","F","CAU","SO",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","pos",88,100,"","exp1a"
"S_236","Y","40s","F","CAU","SO",NA,"","","","Carrie","evenl","inkling","pnq","c1","inkling","pos",33,52,"","exp1a"
"S_236","Y","40s","F","CAU","SO",NA,"","","","Roy","snpi","anytime","evenpnq","c1","anytime","pos",100,60,"","exp1a"
"S_349","Y","30s","M","CAU","SO",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",0,100,"","exp1a"
"S_349","Y","30s","M","CAU","SO",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",100,18,"","exp1a"
"S_349","Y","30s","M","CAU","SO",NA,"","","","David","filler","too","filler2","c1","tooeither","neg",100,73,"","exp1a"
"S_349","Y","30s","M","CAU","SO",NA,"","","","Lydia","filler","everclimb","filler4","c1","everclimb","pos",64,100,"","exp1a"
"S_349","Y","30s","M","CAU","SO",NA,"","","","Matt","evenh","solve","pnq","c1","solve","neg",100,73,"","exp1a"
"S_349","Y","30s","M","CAU","SO",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",100,100,"","exp1a"
"S_349","Y","30s","M","CAU","SO",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",0,0,"","exp1a"
"S_349","Y","30s","M","CAU","SO",NA,"","","","Carrie","evenl","inkling","evenq","c1","inkling","pos",100,100,"","exp1a"
"S_349","Y","30s","M","CAU","SO",NA,"","","","Lily","snpi","anything","pq","c1","anything","pos",100,100,"","exp1a"
"S_349","Y","30s","M","CAU","SO",NA,"","","","Andrew","mnpi","give","evenpnq","c1","give","neg",100,100,"","exp1a"
"S_136","Y","30s","F","CAU","MA",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",100,76,"","exp1a"
"S_136","Y","30s","F","CAU","MA",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",100,0,"","exp1a"
"S_136","Y","30s","F","CAU","MA",NA,"","","","David","filler","too","filler2","c1","tooeither","neg",100,0,"","exp1a"
"S_136","Y","30s","F","CAU","MA",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",0,0,"","exp1a"
"S_136","Y","30s","F","CAU","MA",NA,"","","","Carrie","evenl","inkling","pnq","c1","inkling","pos",96,8,"","exp1a"
"S_136","Y","30s","F","CAU","MA",NA,"","","","Lydia","filler","anynot","filler1","c1","anynot","pos",100,74,"","exp1a"
"S_136","Y","30s","F","CAU","MA",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",100,90,"","exp1a"
"S_136","Y","30s","F","CAU","MA",NA,"","","","Sally","evenh","call","pq","c1","call","neg",100,19,"","exp1a"
"S_136","Y","30s","F","CAU","MA",NA,"","","","Roy","snpi","anytime","evenpnq","c1","anytime","pos",100,14,"","exp1a"
"S_136","Y","30s","F","CAU","MA",NA,"","","","Andrew","mnpi","give","evenq","c1","give","neg",98,6,"","exp1a"
"S_83","Y","30s","F","CAU","WE",NA,"","","","Dean","filler","FALSE","base2","c1","FALSE","pos",94,91,"","exp1a"
"S_83","Y","30s","F","CAU","WE",NA,"","","","Prue","filler","TRUE","base1","c1","TRUE","neg",92,95,"","exp1a"
"S_83","Y","30s","F","CAU","WE",NA,"","","","Sally","evenh","call","evenpnq","c1","call","neg",29,90,"","exp1a"
"S_83","Y","30s","F","CAU","WE",NA,"","","","Alice","mnpi","lift","pnq","c1","lift","neg",91,93,"","exp1a"
"S_83","Y","30s","F","CAU","WE",NA,"","","","Lydia","filler","anynot","filler1","c1","anynot","pos",95,94,"","exp1a"
"S_83","Y","30s","F","CAU","WE",NA,"","","","Richard","filler","FALSE","base4","c1","false4","pos",58,96,"","exp1a"
"S_83","Y","30s","F","CAU","WE",NA,"","","","Beth","filler","FALSE","base3","c1","false3","neg",79,76,"","exp1a"
"S_83","Y","30s","F","CAU","WE",NA,"","","","Jacob","evenl","grain","pq","c1","grain","pos",97,97,"","exp1a"
"S_83","Y","30s","F","CAU","WE",NA,"","","","David","filler","either","filler3","c1","tooeither","neg",94,95,"","exp1a"
"S_83","Y","30s","F","CAU","WE",NA,"","","","Lily","snpi","anything","evenq","c1","anything","pos",95,96,"","exp1a"
"S_202","Y","30s","M","LAT","SW",NA,"","","Great experiment!","Prue","filler","TRUE","base1","c1","TRUE","neg",100,0,"","exp1a"
"S_202","Y","30s","M","LAT","SW",NA,"","","Great experiment!","Dean","filler","FALSE","base2","c1","FALSE","pos",0,0,"","exp1a"
"S_202","Y","30s","M","LAT","SW",NA,"","","Great experiment!","Roy","snpi","anytime","pnq","c1","anytime","neg",100,100,"","exp1a"
"S_202","Y","30s","M","LAT","SW",NA,"","","Great experiment!","Lydia","filler","anynot","filler1","c1","anynot","neg",100,100,"","exp1a"
"S_202","Y","30s","M","LAT","SW",NA,"","","Great experiment!","Carrie","evenl","inkling","evenpnq","c1","inkling","neg",100,100,"","exp1a"
"S_202","Y","30s","M","LAT","SW",NA,"","","Great experiment!","Matt","evenh","solve","evenq","c1","solve","pos",100,0,"","exp1a"
"S_202","Y","30s","M","LAT","SW",NA,"","","Great experiment!","Beth","filler","FALSE","base3","c1","false3","neg",0,0,"","exp1a"
"S_202","Y","30s","M","LAT","SW",NA,"","","Great experiment!","David","filler","either","filler3","c1","tooeither","pos",0,100,"","exp1a"
"S_202","Y","30s","M","LAT","SW",NA,"","","Great experiment!","Richard","filler","FALSE","base4","c1","false4","pos",100,0,"","exp1a"
"S_202","Y","30s","M","LAT","SW",NA,"","","Great experiment!","Alice","mnpi","lift","pq","c1","lift","pos",100,100,"","exp1a"
"S_390","Y","20s","M","ASI","MA",NA,"","","No.","Dean","filler","FALSE","base2","c1","FALSE","pos",18,80,"","exp1a"
"S_390","Y","20s","M","ASI","MA",NA,"","","No.","Prue","filler","TRUE","base1","c1","TRUE","neg",100,29,"","exp1a"
"S_390","Y","20s","M","ASI","MA",NA,"","","No.","Jacob","evenl","grain","pq","c1","grain","pos",100,87,"","exp1a"
"S_390","Y","20s","M","ASI","MA",NA,"","","No.","Richard","filler","FALSE","base4","c1","false4","pos",61,74,"","exp1a"
"S_390","Y","20s","M","ASI","MA",NA,"","","No.","Andrew","mnpi","give","pnq","c1","give","neg",100,79,"","exp1a"
"S_390","Y","20s","M","ASI","MA",NA,"","","No.","David","filler","either","filler3","c1","tooeither","neg",92,100,"","exp1a"
"S_390","Y","20s","M","ASI","MA",NA,"","","No.","Beth","filler","FALSE","base3","c1","false3","neg",32,0,"","exp1a"
"S_390","Y","20s","M","ASI","MA",NA,"","","No.","Lydia","filler","anynot","filler1","c1","anynot","pos",56,78,"","exp1a"
"S_390","Y","20s","M","ASI","MA",NA,"","","No.","Matt","evenh","solve","evenpnq","c1","solve","neg",55,60,"","exp1a"
"S_390","Y","20s","M","ASI","MA",NA,"","","No.","Roy","snpi","anytime","evenq","c1","anytime","pos",97,97,"","exp1a"
